34200.40192,1,16208720,50,2239900,-1
34200.56824,1,16240373,100,2240000,-1
34200.57071,1,16240856,100,2240000,-1
34200.5744,1,16241642,100,2240000,-1
34200.63135,1,16252480,100,2239500,-1
34200.77191,1,16275687,75,2239500,-1
34200.87379,1,16289323,100,2238400,1
34200.88178,1,16290483,100,2238400,1
34201.29095,1,16352638,100,2238600,-1
34202.27905,1,16451737,100,2238900,1
34203.87899,1,16610191,100,2242000,-1
34204.35493,1,16657800,100,2241600,-1
34204.4767,1,16667397,100,2241300,-1
34204.65231,1,16681306,1100,2241000,-1
34204.76392,1,16692138,100,2241000,-1
34205.10426,1,16723342,100,2240800,-1
34205.10482,1,16723399,220,2240800,-1
34205.1071,1,16723613,220,2240800,-1
34205.1094,1,16723877,220,2240800,-1
34205.10975,1,16723916,155,2240800,-1
34205.1621,1,16728917,100,2240700,-1
34205.19778,1,16732821,100,2238900,1
34205.51395,1,16763343,100,2240500,-1
34205.88822,1,16797917,100,2240300,-1
34205.91945,1,16799433,100,2240200,-1
34206.15154,1,16811014,100,2240200,-1
34206.55539,1,16830499,100,2238900,1
34207.27207,1,16866136,87,2239000,1
34207.31216,1,16867608,87,2239100,1
34207.40968,1,16873976,87,2239200,1
34207.71831,1,16887475,29,2240700,-1
34208.99603,1,16929385,77,2239200,1
34209.33946,1,16943725,100,2239200,1
34209.70973,1,16954459,29,2240600,-1
34209.76668,1,16956634,29,2240700,-1
34209.78733,1,16958151,29,2240500,-1
34210.20649,1,16984035,100,2239200,1
34210.51521,1,17004982,29,2240400,-1
34210.70647,1,17017091,29,2240300,-1
34210.91042,1,17030256,29,2240400,-1
34211.61861,1,17063006,400,2240700,-1
34212.16169,1,17084297,100,2239300,1
34212.37438,1,17094470,100,2240900,1
34212.37604,1,17094575,100,2240900,1
34212.37613,1,17094576,100,2241300,1
34212.48796,1,17097634,100,2240900,1
34212.53005,1,17099230,87,2240900,1
34212.67796,1,17103292,87,2239300,1
34213.1868,1,17118179,100,2240900,1
34213.22785,1,17119109,87,2240900,1
34213.32426,1,17121862,100,2240900,1
34215.15212,1,17169116,100,2240900,1
34215.18045,1,17170140,100,2240900,1
34219.5171,1,17329820,100,2242900,-1
34220.23316,1,17358208,77,2240900,1
34220.53411,1,17365824,1,2243000,-1
34223.36771,1,17454308,100,2244500,-1
34226.01871,1,17523948,100,2244500,-1
34226.0254,1,17524292,100,2240900,1
34227.23865,1,17556978,100,2244500,-1
34228.61104,1,17654389,100,2244500,-1
34228.61314,1,17654460,100,2240900,1
34229.06498,1,17669020,100,2240900,1
34229.34364,1,17678897,77,2241000,1
34229.34512,1,17678938,100,2241000,1
34229.35625,1,17679258,100,2241000,1
34229.85305,1,17693590,87,2241000,1
34229.93141,1,17695622,100,2241100,1
34229.93295,1,17695670,100,2241100,1
34230.01376,1,17700167,87,2241100,1
34230.47807,1,17720413,100,2241100,1
34232.52181,1,17791392,100,2241500,1
34232.57369,1,17794177,100,2242900,1
34232.67215,1,17796697,100,2241500,1
34232.93573,1,17802947,87,2241500,1
34233.07568,1,17808169,100,2241800,1
34233.22183,1,17813325,87,2241800,1
34233.25663,1,17814130,87,2241700,1
34233.40822,1,17822817,87,2241500,1
34233.41783,1,17823745,100,2241800,1
34233.43259,1,17824285,100,2241800,1
34233.61914,1,17831626,100,2242100,1
34233.62973,1,17832110,100,2242100,1
34233.76491,1,17835914,100,2242400,1
34233.76978,1,17836088,100,2242400,1
34234.16404,1,17851126,100,2241500,1
34234.38448,1,17866270,300,2244200,-1
34234.38713,1,17866342,100,2244200,-1
34235.01239,1,17889188,100,2241500,1
34237.49234,1,17963067,100,2242500,1
34237.6355,1,17967562,67,2242500,1
34240.01109,1,18040154,100,2242500,1
34240.01169,1,18040192,100,2244200,-1
34240.02316,1,18040889,100,2242500,1
34240.02683,1,18041087,100,2242500,1
34240.34484,1,18049859,77,2242500,1
34241.69996,1,18082568,100,2242500,1
34242.01648,1,18089311,100,2242500,1
34244.43116,1,18148394,31,2242500,1
34245.25642,1,18172812,16,2241300,1
34245.51219,1,18178733,200,2241900,-1
34245.51331,1,18178856,200,2241900,1
34245.51333,1,18178858,200,2241900,1
34245.51334,1,18178865,200,2241900,1
34245.51506,1,18179205,100,2244500,-1
34246.03358,1,18193981,200,2244200,-1
34246.03614,1,18194101,100,2244200,-1
34250.01712,1,18286174,10,2239400,1
34250.01816,1,18286315,10,2239100,1
34250.01897,1,18286630,10,2239500,1
34250.02145,1,18287021,10,2239000,1
34250.02274,1,18287108,10,2240000,1
34250.0259,1,18287319,10,2239000,1
34250.0283,1,18287475,10,2239100,1
34250.0396,1,18288158,10,2239200,1
34250.04317,1,18288309,10,2239000,1
34250.04518,1,18288361,10,2239100,1
34250.06191,1,18289006,10,2239200,1
34250.0652,1,18289230,10,2239000,1
34250.06732,1,18289323,10,2239100,1
34250.11827,1,18290737,10,2239200,1
34250.12219,1,18290793,10,2239000,1
