1, APPL,LOBSTER,16451737,10,LOBSTER,16352638,9,223.8600,100,2025-07-20T19:25:07.950630300
2, APPL,LOBSTER,17094470,43,LOBSTER,16252480,5,223.9500,100,2025-07-20T19:25:08.015631200
3, APPL,LOBSTER,17094575,44,LOBSTER,16275687,6,223.9500,75,2025-07-20T19:25:08.017632900
4, APPL,LOBSTER,17094575,44,LOBSTER,16208720,1,223.9900,25,2025-07-20T19:25:08.017632900
5, APPL,LOBSTER,17094576,45,LOBSTER,16208720,1,223.9900,25,2025-07-20T19:25:08.021630
6, APPL,LOBSTER,17094576,45,LOBSTER,16240373,2,224.0000,75,2025-07-20T19:25:08.021630
7, APPL,LOBSTER,17097634,46,LOBSTER,16240373,2,224.0000,25,2025-07-20T19:25:08.023631800
8, APPL,LOBSTER,17097634,46,LOBSTER,16240856,3,224.0000,75,2025-07-20T19:25:08.023631800
9, APPL,LOBSTER,17099230,47,LOBSTER,16240856,3,224.0000,25,2025-07-20T19:25:08.023631800
10, APPL,LOBSTER,17099230,47,LOBSTER,16241642,4,224.0000,62,2025-07-20T19:25:08.023631800
11, APPL,LOBSTER,17118179,49,LOBSTER,16241642,4,224.0000,38,2025-07-20T19:25:08.028631500
12, APPL,LOBSTER,17118179,49,LOBSTER,16799433,25,224.0200,62,2025-07-20T19:25:08.028631500
13, APPL,LOBSTER,17119109,50,LOBSTER,16799433,25,224.0200,38,2025-07-20T19:25:08.030629400
14, APPL,LOBSTER,17119109,50,LOBSTER,16811014,26,224.0200,49,2025-07-20T19:25:08.030629400
15, APPL,LOBSTER,17121862,51,LOBSTER,16811014,26,224.0200,51,2025-07-20T19:25:08.032633200
16, APPL,LOBSTER,17121862,51,LOBSTER,16797917,24,224.0300,49,2025-07-20T19:25:08.032633200
17, APPL,LOBSTER,17169116,52,LOBSTER,16797917,24,224.0300,51,2025-07-20T19:25:08.034629800
18, APPL,LOBSTER,17169116,52,LOBSTER,17017091,39,224.0300,29,2025-07-20T19:25:08.034629800
19, APPL,LOBSTER,17169116,52,LOBSTER,17004982,38,224.0400,20,2025-07-20T19:25:08.034629800
20, APPL,LOBSTER,17170140,53,LOBSTER,17004982,38,224.0400,9,2025-07-20T19:25:08.037631300
21, APPL,LOBSTER,17170140,53,LOBSTER,17030256,40,224.0400,29,2025-07-20T19:25:08.037631300
22, APPL,LOBSTER,17170140,53,LOBSTER,16763343,23,224.0500,62,2025-07-20T19:25:08.037631300
23, APPL,LOBSTER,17358208,55,LOBSTER,16763343,23,224.0500,38,2025-07-20T19:25:08.041630100
24, APPL,LOBSTER,17358208,55,LOBSTER,16958151,36,224.0500,29,2025-07-20T19:25:08.041630100
25, APPL,LOBSTER,17358208,55,LOBSTER,16954459,34,224.0600,10,2025-07-20T19:25:08.041630100
26, APPL,LOBSTER,17524292,59,LOBSTER,16954459,34,224.0600,19,2025-07-20T19:25:08.048630700
27, APPL,LOBSTER,17524292,59,LOBSTER,16728917,21,224.0700,81,2025-07-20T19:25:08.048630700
28, APPL,LOBSTER,17654460,62,LOBSTER,16728917,21,224.0700,19,2025-07-20T19:25:08.053632100
29, APPL,LOBSTER,17654460,62,LOBSTER,16887475,31,224.0700,29,2025-07-20T19:25:08.053632100
30, APPL,LOBSTER,17654460,62,LOBSTER,16956634,35,224.0700,29,2025-07-20T19:25:08.054632500
31, APPL,LOBSTER,17654460,62,LOBSTER,17063006,41,224.0700,23,2025-07-20T19:25:08.054632500
32, APPL,LOBSTER,17669020,63,LOBSTER,17063006,41,224.0700,100,2025-07-20T19:25:08.056634200
33, APPL,LOBSTER,17678897,64,LOBSTER,17063006,41,224.0700,77,2025-07-20T19:25:08.060632700
34, APPL,LOBSTER,17678938,65,LOBSTER,17063006,41,224.0700,100,2025-07-20T19:25:08.062630500
35, APPL,LOBSTER,17679258,66,LOBSTER,17063006,41,224.0700,100,2025-07-20T19:25:08.064631
36, APPL,LOBSTER,17693590,67,LOBSTER,16723342,16,224.0800,87,2025-07-20T19:25:08.067630500
37, APPL,LOBSTER,17695622,68,LOBSTER,16723342,16,224.0800,13,2025-07-20T19:25:08.070631
38, APPL,LOBSTER,17695622,68,LOBSTER,16723399,17,224.0800,87,2025-07-20T19:25:08.070631
39, APPL,LOBSTER,17695670,69,LOBSTER,16723399,17,224.0800,100,2025-07-20T19:25:08.070631
40, APPL,LOBSTER,17700167,70,LOBSTER,16723399,17,224.0800,33,2025-07-20T19:25:08.074630100
41, APPL,LOBSTER,17700167,70,LOBSTER,16723613,18,224.0800,54,2025-07-20T19:25:08.074630100
42, APPL,LOBSTER,17720413,71,LOBSTER,16723613,18,224.0800,100,2025-07-20T19:25:08.074630100
43, APPL,LOBSTER,17791392,72,LOBSTER,16723613,18,224.0800,66,2025-07-20T19:25:08.077633200
44, APPL,LOBSTER,17791392,72,LOBSTER,16723877,19,224.0800,34,2025-07-20T19:25:08.077633200
45, APPL,LOBSTER,17794177,73,LOBSTER,16723877,19,224.0800,100,2025-07-20T19:25:08.079637600
46, APPL,LOBSTER,17796697,74,LOBSTER,16723877,19,224.0800,86,2025-07-20T19:25:08.081631
47, APPL,LOBSTER,17796697,74,LOBSTER,16723916,20,224.0800,14,2025-07-20T19:25:08.081631
48, APPL,LOBSTER,17802947,75,LOBSTER,16723916,20,224.0800,87,2025-07-20T19:25:08.083631900
49, APPL,LOBSTER,17808169,76,LOBSTER,16723916,20,224.0800,54,2025-07-20T19:25:08.087630200
50, APPL,LOBSTER,17808169,76,LOBSTER,16681306,14,224.1000,46,2025-07-20T19:25:08.087630200
51, APPL,LOBSTER,17813325,77,LOBSTER,16681306,14,224.1000,87,2025-07-20T19:25:08.087630200
52, APPL,LOBSTER,17814130,78,LOBSTER,16681306,14,224.1000,87,2025-07-20T19:25:08.090630400
53, APPL,LOBSTER,17822817,79,LOBSTER,16681306,14,224.1000,87,2025-07-20T19:25:08.092631700
54, APPL,LOBSTER,17823745,80,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.096627900
55, APPL,LOBSTER,17824285,81,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.096627900
56, APPL,LOBSTER,17831626,82,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.098630400
57, APPL,LOBSTER,17832110,83,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.101632800
58, APPL,LOBSTER,17835914,84,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.101632800
59, APPL,LOBSTER,17836088,85,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.106630800
60, APPL,LOBSTER,17851126,86,LOBSTER,16681306,14,224.1000,100,2025-07-20T19:25:08.106630800
61, APPL,LOBSTER,17889188,89,LOBSTER,16681306,14,224.1000,93,2025-07-20T19:25:08.112629400
62, APPL,LOBSTER,17889188,89,LOBSTER,16692138,15,224.1000,7,2025-07-20T19:25:08.112629400
63, APPL,LOBSTER,17963067,90,LOBSTER,16692138,15,224.1000,93,2025-07-20T19:25:08.115630200
64, APPL,LOBSTER,17963067,90,LOBSTER,16667397,13,224.1300,7,2025-07-20T19:25:08.115630200
65, APPL,LOBSTER,17967562,91,LOBSTER,16667397,13,224.1300,67,2025-07-20T19:25:08.118631400
66, APPL,LOBSTER,18040154,92,LOBSTER,16667397,13,224.1300,26,2025-07-20T19:25:08.118631400
67, APPL,LOBSTER,18040154,92,LOBSTER,16657800,12,224.1600,74,2025-07-20T19:25:08.118631400
68, APPL,LOBSTER,18040889,94,LOBSTER,16657800,12,224.1600,26,2025-07-20T19:25:08.123629200
69, APPL,LOBSTER,18040889,94,LOBSTER,16610191,11,224.2000,74,2025-07-20T19:25:08.123629200
70, APPL,LOBSTER,18041087,95,LOBSTER,16610191,11,224.2000,26,2025-07-20T19:25:08.126629300
71, APPL,LOBSTER,18041087,95,LOBSTER,18178733,101,224.1900,74,2025-07-20T19:25:08.137634700
72, APPL,LOBSTER,18049859,96,LOBSTER,18178733,101,224.1900,77,2025-07-20T19:25:08.137634700
73, APPL,LOBSTER,18082568,97,LOBSTER,18178733,101,224.1900,49,2025-07-20T19:25:08.137634700
74, APPL,LOBSTER,18082568,97,LOBSTER,18813442,150,224.1900,51,2025-07-20T19:25:08.263629500
75, APPL,LOBSTER,18089311,98,LOBSTER,18813442,150,224.1900,100,2025-07-20T19:25:08.264632600
76, APPL,LOBSTER,18148394,99,LOBSTER,18813442,150,224.1900,31,2025-07-20T19:25:08.264632600
77, APPL,LOBSTER,18178856,102,LOBSTER,18813442,150,224.1900,1,2025-07-20T19:25:08.264632600
78, APPL,LOBSTER,18178856,102,LOBSTER,18813484,151,224.1900,100,2025-07-20T19:25:08.264632600
79, APPL,LOBSTER,18178856,102,LOBSTER,18819065,152,224.1300,8,2025-07-20T19:25:08.268629500
80, APPL,LOBSTER,18178856,102,LOBSTER,18966862,156,224.1300,1,2025-07-20T19:25:08.276631800
81, APPL,LOBSTER,18178856,102,LOBSTER,18992920,157,224.0200,1,2025-07-20T19:25:08.279631
82, APPL,LOBSTER,18178856,102,LOBSTER,19314473,159,224.0500,89,2025-07-20T19:25:08.285630100
83, APPL,LOBSTER,18178858,103,LOBSTER,19314473,159,224.0500,11,2025-07-20T19:25:08.285630100
84, APPL,LOBSTER,18178858,103,LOBSTER,19314520,160,224.0500,100,2025-07-20T19:25:08.285630100
